id,timestamp,origin_city,origin_lat,origin_lng,destination_city,destination_lat,destination_lng,distance_km,weight_kg,package_volume_liters,vehicle_type,fuel_type,delivery_method,hour_of_day,day_of_week,month,is_rush_hour,is_weekend,temperature_celsius,precipitation_mm,wind_speed_kmh,avg_traffic_density,actual_co2_emissions_kg,is_fragile,customer_id,route
DEL000049,2024-12-26 18:06:41,Liverpool,53.335049,-2.937778,Manchester,53.415353,-2.292918,52.95,4.13,3.84,diesel_van,diesel,standard,18,3,12,True,False,7.2,1.3,3.0,1.0,23.18,True,18f83a78-3855-43a8-aa82-f2b8f7bde5a5,Liverpool → Manchester
DEL000050,2024-02-18 14:59:37,Leeds,53.891293,-1.644562,London,51.431434,-0.081508,334.83,2.51,4.77,diesel_van,diesel,same_day,14,6,2,False,True,6.6,1.8,23.5,0.3,164.84,True,e0259e06-46ff-4b81-a4b1-6cf40ae9a885,Leeds → London
DEL000051,2024-11-17 07:04:01,Liverpool,53.508077,-3.019503,Glasgow,55.873228,-4.309073,309.79,4.08,3.82,diesel_van,diesel,clickCollect,7,6,11,True,True,12.6,0.2,17.6,0.7,120.61,True,90315e1f-7e8e-4532-82ab-39be4ffddb66,Liverpool → Glasgow
DEL000052,2024-10-05 08:11:28,Glasgow,55.856953,-4.184326,Leeds,53.846862,-1.485302,311.07,4.26,3.66,electric_van,electric,express,8,5,10,True,True,13.9,2.7,10.3,0.7,39.58,True,e842d22e-43d6-4795-be7f-342ee74ab196,Glasgow → Leeds
DEL000053,2024-03-25 19:41:33,Bristol,51.477526,-2.593966,Newcastle,54.97458,-1.602287,451.93,4.27,4.16,diesel_van,diesel,clickCollect,19,0,3,True,False,13.7,1.3,8.6,0.9,190.98,False,0f9f2291-373a-4c63-a3be-f218dea3b607,Bristol → Newcastle
DEL000054,2024-06-21 08:27:34,Newcastle,55.024821,-1.606868,Nottingham,53.043688,-1.156773,253.05,4.26,7.35,diesel_van,diesel,standard,8,4,6,True,False,24.3,0.2,20.4,0.9,112.46,True,233a60f6-fd59-4634-ab58-655417fc69b4,Newcastle → Nottingham
DEL000055,2024-11-07 14:20:06,Leeds,53.863481,-1.549958,Liverpool,53.384362,-2.920312,117.46,1.16,1.05,diesel_van,diesel,clickCollect,14,3,11,False,False,11.9,3.0,2.2,0.6,36.44,True,a2fe1f1a-88f9-408f-a6e8-9f8341c60a32,Leeds → Liverpool
DEL000056,2024-04-04 11:19:24,Birmingham,52.440383,-1.987159,Nottingham,52.875883,-1.084925,89.23,21.68,36.56,diesel_truck,diesel,standard,11,3,4,False,False,8.9,1.8,1.2,0.6,118.03,True,6ea262fe-0265-4c11-a396-9eb3aee236d3,Birmingham → Nottingham
DEL000057,2024-04-16 23:58:04,Bristol,51.553245,-2.530626,Nottingham,53.014253,-1.075964,212.5,10.18,12.16,diesel_van,diesel,same_day,23,1,4,False,False,9.8,0.2,28.5,0.5,125.56,False,8fd2e2dd-5aeb-43c1-a269-64fe8fa40bac,Bristol → Nottingham
DEL000058,2024-05-16 16:23:47,Liverpool,53.377363,-2.918984,Newcastle,54.927269,-1.682988,221.31,4.81,5.7,diesel_van,diesel,express,16,3,5,True,False,11.9,0.3,14.5,1.0,171.13,True,4d9a4406-0071-4fcd-b369-80824f900a93,Liverpool → Newcastle
DEL000059,2024-11-28 22:41:03,London,51.520938,-0.215827,Newcastle,55.005286,-1.621779,449.12,0.84,1.0,diesel_van,diesel,standard,22,3,11,False,False,13.7,1.7,17.2,0.6,130.66,False,97c298e8-3988-4711-85b7-34b43649c478,London → Newcastle
DEL000060,2024-07-12 23:09:16,Birmingham,52.413692,-1.97799,Newcastle,54.902663,-1.543257,317.13,0.57,0.69,diesel_van,diesel,standard,23,4,7,False,False,21.9,0.4,23.4,0.6,98.3,True,7a413af0-9912-4fe2-9b94-99b286789caf,Birmingham → Newcastle
DEL000061,2024-06-30 18:35:23,Manchester,53.464309,-2.23802,Bristol,51.501539,-2.666285,250.12,2.31,2.58,diesel_van,diesel,standard,18,6,6,True,True,22.0,0.0,14.0,0.7,101.86,False,b2fc5b79-6166-441a-9c76-8a33f32148da,Manchester → Bristol
DEL000062,2024-07-15 15:39:53,Glasgow,55.80001,-4.209894,Newcastle,54.929672,-1.547471,222.35,12.23,20.1,diesel_van,diesel,same_day,15,0,7,False,False,19.5,0.8,3.2,0.6,130.64,False,8a75065c-6cb8-4634-9f02-1882b3bddd51,Glasgow → Newcastle
DEL000063,2024-10-23 19:18:14,Nottingham,52.919162,-1.237943,Liverpool,53.443318,-3.061575,156.4,4.33,4.33,diesel_truck,diesel,clickCollect,19,2,10,True,False,10.7,2.4,26.9,1.0,225.19,True,cab8a4d6-cd90-4367-837f-4e3b4e44cefd,Nottingham → Liverpool
DEL000064,2024-10-08 09:13:58,Birmingham,52.548811,-1.873668,Leeds,53.814763,-1.501449,157.53,3.67,2.48,motorcycle,petrol,standard,9,1,10,True,False,13.7,1.2,14.9,1.0,28.16,False,f58f8c7d-fd7c-436a-aff6-9c160409ea45,Birmingham → Leeds
DEL000065,2024-06-07 19:56:05,Edinburgh,56.041992,-3.269394,Nottingham,52.910506,-1.176313,421.05,1.14,0.93,diesel_van,diesel,standard,19,4,6,True,False,23.0,1.0,19.3,0.9,165.73,False,c312d592-db3d-40ef-a9df-f1b2441b3d25,Edinburgh → Nottingham
DEL000066,2024-01-31 03:37:18,Leeds,53.777924,-1.562489,Nottingham,53.017003,-1.05873,103.69,0.97,1.21,diesel_van,diesel,standard,3,2,1,False,False,2.2,2.5,28.6,0.6,35.71,False,5c16e5e5-5c9d-4806-a2bf-d62c92b108c7,Leeds → Nottingham
DEL000067,2024-04-15 23:40:42,Newcastle,55.023976,-1.569803,Bristol,51.453973,-2.525794,449.38,0.81,0.41,electric_van,electric,express,23,0,4,False,False,14.6,2.5,17.6,0.5,42.58,False,77074415-5eaf-4d6b-8514-ae21ab1f8969,Newcastle → Bristol
DEL000068,2024-04-08 10:40:04,Edinburgh,56.050213,-3.236486,Nottingham,52.895504,-1.202711,423.49,0.75,1.1,diesel_van,diesel,standard,10,0,4,False,False,14.0,1.2,12.9,0.5,126.12,False,742137b2-d7a1-47cf-b082-d93372ebaed5,Edinburgh → Nottingham
DEL000069,2024-05-31 12:51:05,Manchester,53.504883,-2.204843,Birmingham,52.560909,-1.874119,123.16,4.36,8.24,motorcycle,petrol,standard,12,4,5,False,False,11.5,1.0,11.7,0.6,16.49,True,493159a3-c339-4354-9f2d-a9e9ed983c88,Manchester → Birmingham
DEL000070,2024-02-27 01:07:05,Glasgow,55.899056,-4.208901,Newcastle,55.056544,-1.57227,209.91,2.61,2.11,diesel_van,diesel,standard,1,1,2,False,False,4.5,3.2,22.8,0.6,73.38,False,92a20a94-846b-4cab-a3ef-bec50046b374,Glasgow → Newcastle
DEL000071,2024-06-24 09:27:17,London,51.514178,-0.209375,Leeds,53.707763,-1.474171,284.4,3.97,5.33,diesel_truck,diesel,clickCollect,9,0,6,True,False,18.2,0.6,20.9,1.0,401.17,True,0e14db68-0d2f-406c-945e-6b6850f8abb6,London → Leeds
DEL000072,2024-12-31 22:48:29,Edinburgh,55.860722,-3.138943,Nottingham,52.896452,-1.221636,396.7,4.86,5.41,cargo_bike,human,express,22,1,12,False,False,4.5,3.6,0.8,0.5,0.0,False,d0630655-022b-4305-b5eb-0c3aeb674094,Edinburgh → Nottingham
DEL000073,2024-03-07 15:14:45,Glasgow,55.825341,-4.172968,London,51.579157,-0.089969,615.85,3.13,2.81,cargo_bike,human,standard,15,3,3,False,False,10.5,1.7,4.3,0.6,0.0,True,3968b963-c224-4946-a5ba-98d6c9484985,Glasgow → London
DEL000074,2024-05-16 14:38:54,London,51.529573,-0.167735,Manchester,53.385979,-2.21173,274.66,2.7,4.13,diesel_van,diesel,express,14,3,5,False,False,12.4,0.8,29.6,0.6,139.48,False,c336cf74-bec3-41c3-98bb-7be7b0d4f0f7,London → Manchester
DEL000075,2024-12-20 19:18:04,Bristol,51.362119,-2.615049,London,51.494074,-0.105919,204.62,4.26,6.0,diesel_van,diesel,standard,19,4,12,True,False,4.3,1.4,17.2,1.0,104.9,False,dd89e390-4764-4eeb-a717-48611c1fb9a0,Bristol → London
DEL000076,2024-07-11 11:07:28,Manchester,53.391964,-2.266407,Bristol,51.440665,-2.570271,241.04,28.29,15.49,electric_van,electric,clickCollect,11,3,7,False,False,17.0,1.1,26.9,0.6,21.47,False,4d72adda-e3cc-4346-bdcb-3a457c42eab9,Manchester → Bristol
DEL000077,2024-08-24 18:14:49,Newcastle,55.029684,-1.6326,London,51.501987,-0.204269,455.39,1.31,0.83,diesel_van,diesel,clickCollect,18,5,8,True,True,21.9,1.5,28.7,0.7,173.17,False,63e085dc-3852-4037-bb3e-4556b5cbe40b,Newcastle → London
DEL000078,2024-11-18 00:37:06,London,51.44289,-0.084027,Manchester,53.405724,-2.19281,292.58,1.04,1.34,electric_van,electric,standard,0,0,11,False,False,12.6,2.3,29.1,0.6,16.82,False,3bf52672-e556-4342-89c0-d2c8d25528e2,London → Manchester
DEL000079,2024-12-21 02:16:54,Bristol,51.488405,-2.586378,Nottingham,53.052,-1.06827,230.82,2.12,3.58,electric_van,electric,clickCollect,2,5,12,False,True,5.0,0.9,17.0,0.2,12.65,True,f6621712-a66f-444a-8380-99acbd691c57,Bristol → Nottingham
DEL000080,2024-08-28 19:09:40,Bristol,51.545653,-2.503365,Manchester,53.480569,-2.236472,239.78,4.93,7.42,electric_van,electric,standard,19,2,8,True,False,15.9,1.4,13.3,1.0,19.74,False,de1dfa81-9b75-4d9f-9fb0-23ab923b744e,Bristol → Manchester
DEL000081,2024-12-10 19:14:45,Edinburgh,55.942685,-3.167787,Newcastle,54.991449,-1.611574,167.75,11.7,15.54,diesel_truck,diesel,express,19,1,12,True,False,0.2,1.0,13.0,0.9,487.59,True,7f32f5ed-c50f-4a5c-95f8-1dfdaf34ce46,Edinburgh → Newcastle
DEL000082,2024-03-05 17:48:40,London,51.499177,-0.060803,Manchester,53.385473,-2.179754,279.91,4.25,8.46,diesel_van,diesel,standard,17,1,3,True,False,12.9,2.7,0.3,1.0,126.14,True,342336ce-e1ad-4863-9e3a-0cad6d8f4cac,London → Manchester
DEL000083,2024-05-22 08:40:15,Nottingham,52.985493,-1.1922,Birmingham,52.409683,-1.919449,94.41,2.23,1.81,diesel_van,diesel,standard,8,2,5,True,False,10.6,0.3,24.9,1.0,40.66,True,6e82cd55-5a22-44f1-85eb-d329a90b0931,Nottingham → Birmingham
DEL000084,2024-04-09 08:19:14,Newcastle,55.054228,-1.554138,Leeds,53.753463,-1.577742,170.23,4.16,3.61,diesel_van,diesel,standard,8,1,4,True,False,12.0,2.1,14.1,1.0,71.78,False,e9e0a017-031f-4750-965d-35024311db11,Newcastle → Leeds
DEL000085,2024-12-21 14:50:08,Birmingham,52.507178,-1.98321,Glasgow,55.917027,-4.217024,449.14,7.18,11.1,diesel_van,diesel,standard,14,5,12,False,True,0.1,3.5,8.9,0.3,152.8,False,67f34f90-55d2-4109-ab02-863aac5db9a1,Birmingham → Glasgow
DEL000086,2024-10-11 18:16:30,Birmingham,52.474566,-1.98721,Bristol,51.53618,-2.529513,130.41,3.27,5.66,diesel_van,diesel,express,18,4,10,True,False,12.0,3.3,20.2,1.0,91.92,True,7dd56ed8-f87d-45dd-ae95-d0320cfe5ead,Birmingham → Bristol
DEL000087,2024-03-19 13:30:53,Birmingham,52.426689,-1.940986,London,51.432255,-0.061439,194.18,1.41,2.44,diesel_van,diesel,standard,13,1,3,False,False,10.4,2.0,1.2,0.6,60.46,True,56a25131-e14d-471c-8c52-fcd8df205134,Birmingham → London
DEL000088,2024-08-19 06:33:49,Bristol,51.515253,-2.682151,Birmingham,52.424516,-1.927461,126.9,9.68,4.93,diesel_van,diesel,express,6,0,8,False,False,24.2,0.2,7.8,0.6,77.43,False,7c191e76-175c-4300-ab78-078c7d23a554,Bristol → Birmingham
DEL000089,2024-06-28 14:50:19,Newcastle,54.929185,-1.546083,Manchester,53.505781,-2.175123,180.47,3.99,4.91,motorcycle,petrol,standard,14,4,6,False,False,23.1,0.8,7.7,0.6,22.67,False,d6ea9897-071b-4940-ad20-f1ecf563bf4e,Newcastle → Manchester
DEL000090,2024-03-04 02:47:55,Glasgow,55.918832,-4.20626,London,51.41331,-0.118632,640.44,2.17,2.87,diesel_van,diesel,standard,2,0,3,False,False,11.2,1.1,25.7,0.6,193.29,True,e4c1225a-aaaf-418d-8947-165075724131,Glasgow → London
DEL000091,2024-01-01 13:44:49,Bristol,51.501204,-2.59775,Edinburgh,56.001052,-3.130294,561.85,1.18,1.97,diesel_van,diesel,same_day,13,0,1,False,False,6.2,0.2,11.8,0.5,272.89,True,4a7126b8-288b-48cf-8579-9a645d7e2ce0,Bristol → Edinburgh
DEL000092,2024-07-10 18:54:46,London,51.59473,-0.162058,Glasgow,55.783819,-4.170758,612.17,2.9,3.09,diesel_van,diesel,express,18,2,7,True,False,18.5,0.6,7.4,1.0,438.5,False,23b6c1c1-b6af-4ebf-b15f-22886bae70f0,London → Glasgow
DEL000093,2024-04-03 21:06:16,Glasgow,55.903412,-4.158354,London,51.591855,-0.076479,620.21,2.76,4.14,diesel_van,diesel,clickCollect,21,2,4,False,False,8.7,2.5,10.0,0.6,200.77,True,08370730-3284-4131-806a-2b7c3e5b6d07,Glasgow → London
